Product Name,Product Details,Price,Actual Price,Discount Percentage
"Apple MacBook Pro 13-Inch, M2 Chip With 8-Core CPU And 10-Core GPU, 512GB SSD, Integrated Graphics, English/Arabic, Space Grey - Middle East Version",,"6,499.00SAR","SAR6,999.00",7% OFF
"D-Link 3-Piece Whole Home Mesh Wi-Fi 6 System Ax1800, White",,"1,480.00SAR",,
"Parajohn Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag, Macbook Bag",,120.00SAR,SAR180.00,33% OFF
"TP-Link Archer C2300 AC2300 Wireless MU-MIMO Dual Band Gigabit Router, Black",,719.00SAR,,
"D-Link N 150 Pico USB, Multicolour",,36.00SAR,,
SANDISK MICRO SD ULTRA A1 128GB C10,,70.00SAR,,
ViewSonic 24-Inch Full HD Monitor - Black,,"1,999.00SAR",,
Canon Cart Gi-41 4528c001aa Black,,59.00SAR,,
AOC Philips 27 Inches VA 1MS 165Hz FHD Frameless Adaptive Sync Slim & Sleek Styliosh Gaming Monitor,,933.79SAR,"SAR1,000.00",6% OFF
ZTE HOME ROUTER 4G 1.3MBPS MF286C,,475.00SAR,,
"AOC Philips C24G2 23.6 Inch Curved Full HD 165Hz Gaming Monitor, Resolution 1920x1080, 1MS AdaptiveSync Curved VA",,953.80SAR,,
"AOC Philips 31.5 Inches VA1000R Curvature Monitor Slim & Sleek, 2K-QHD-1MS-MPRT-165HZ, FreeSync, HDMI, DP Height Adjustable, Resolution 2560x144",,"1,514.08SAR","SAR2,000.00",24% OFF
"Parajohn Canvas Messenger Backpack - Laptop Messenger Bags, Shoulder Backpack Handbag - Multipurpose Business Briefcase Vintage Travel Backpack - 13.3 Inch-BLACK",,299.00SAR,SAR419.00,28% OFF
AOC Philips 27 Inches IPS FHD 1MS 165Hz Slim 7 Sleek Stylish Gaming Monitor,,"1,067.19SAR","SAR1,200.00",11% OFF
Redragon GS560 Adiemus Gaming Speaker,,165.41SAR,SAR180.00,8% OFF
"Norton 360 Premium 5+5 Devices, Multicolour",,189.00SAR,,
"D-Link 8 Port Gigabit Desktop Switch - Dgs-1008A, White",,112.00SAR,,
"D-Link USB-C To 2.5G Ethernet Adapter, White",,146.00SAR,,
"D-Link 8-Port Gigabit Poe Smart Managed Switch, Black",,550.00SAR,,
"AOC Philips AGON 27 Inches Flat Full HD 260Hz Gaming Monitor, Resolution 1920x1080, 0.5MS, Adaptive Sync (FreeSync Premium After AMD Certified), HDMI 2.0x2",,"1,954.30SAR",,
Microsoft Mouse Bluetooth Camo,,99.00SAR,,
"D-Link Wireless Ax5400 Router, Black",,998.00SAR,,
"D-Link Poe Switch 8 - Dgs-1210-10P, Black",,782.00SAR,,
"AOC Philips 24"" IPS AMD FreeSync Technology-1MS-MPRT-144HZ-VGA (Analog)",,887.10SAR,,
"D-Link 8 Port Gigabit Metal Desktop Switch With 4 Poe Ports - Dgs-1008P, White",,424.00SAR,,
"Generic Promate Cursor EZGrip Ergonomic Wireless Mouse 2.4Ghz, 10M Working Range, 2405-2475Mhz, 1600 DPI High Precision, Black (2 Years Warranty)",,89.99SAR,,
HP HEADSET STREO DHE-8009,,60.61SAR,,
"D-Link 1000Base‑Sx Sfp Transceiver Multi‑Mode Fibre, Silver",,146.00SAR,,
"Parajohn Secure Business Professional Multi-Purpose Travel Laptop Bag With Hideaway Handles, Cross Shoulder Strap, Protective Padding / Office Bag, Macbook Bag",,129.00SAR,SAR199.00,35% OFF
"D-Link 3-Piece Ac1200 Whole Home Mesh Wi-Fi System, White",,816.00SAR,,
ASUS NBK 15.6 I3 1115G4256GB4GB W11,,"1,369.00SAR","SAR1,999.00",31% OFF
"Norton Antivirus Basic 1 Device, Yellow",,49.00SAR,,
Aerocool Cronus ARGB Mid-Tower Gaming Case,,286.80SAR,SAR310.00,7% OFF
WD MY PASSPORT PORT HDD 2TB BLUE,,380.00SAR,,
"D-Link 5 Port Gigabit Desktop Switch - Dgs-1005A, White",,82.00SAR,,
"Norton Lifelock Security Premium 10 Devices Antivirus, Multicolour",,99.00SAR,,
Aerocool AirHawk Duo ARGB Mid Tower Case,,260.12SAR,SAR320.00,18% OFF
"Parajohn Canvas Messenger Backpack - Laptop Messenger Bags, Shoulder Backpack Handbag - Multipurpose Business Briefcase Vintage Travel Backpack - 13.3 Inch-KHAKI",,354.00SAR,SAR496.00,28% OFF
"Norton Security Deluxe Antivirus For 3 Devices, Yellow/Blue",,63.00SAR,,
"AOC Philips 27 Inches VA1000R Curvature Monitor Slim & Sleek, 1MS-MPRT-165HZ, FreeSYNC, HDMI, DP Height Adjustable, Resolution 1920x1080",,"1,060.52SAR","SAR1,250.00",15% OFF
Gaems Hex Backpack - Black Comb,,152.10SAR,SAR180.00,15% OFF
"Norton 360 Deluxe 3+2 Devices, Multicolour",,149.00SAR,,
"D-Link 5-Port Gigabit Desktop Switch, Black",,269.00SAR,,
Redragon GS530 Air Wired Speaker,,138.73SAR,SAR170.00,18% OFF
Datazone Thickened Gaming Mousepad,,39.00SAR,,
Datazone Thickened Gaming Mousepad,,45.00SAR,,
"D-Link Ac1300 Mesh Range Extender Dra-1360, Black",,275.00SAR,,
"D-Link USB‑C To USB 3.0 Hub, White",,146.00SAR,,
"D-Link Access Point Dap-1360 Wireless Access Point Wireless N300, Range Extender, Black",,142.00SAR,,
ZTE ROUTER 4G CAT4 300MBPS MF293N,,325.00SAR,,
"Norton 360 Deluxe 1+2 Devices, Multicolour",,119.00SAR,,
Datazone Thickened Gaming Mousepad,,45.00SAR,,
"D-Link Ac1750 Poe With Adapter, Grey",,"1,350.00SAR",,
HP HEADSET STREO DHE- DHE-8011UM,,99.82SAR,,
"D-Link 24 Port Gigabit ( 24 Poe - 185 Watts ) & 4 Gigabit Sfp Ports Smart Switch, Black",,"1,996.00SAR",,
"D-Link 4-Port USB Hub, Black",,146.00SAR,,
