Product Name,Product Details,Price,Actual Price,Discount Percentage
Cofique Iced Coffee Coconut 24gX 10,,35.95SAR,,
Starbucks House Blend Medium Roast Ground Coffee 200g,,50.50SAR,,
Baja Arabic Coffee Moderate 300g,,38.95SAR,,
L'OR Espresso Ristretto Intensity 11 Coffee Capsules Packs of 10 Drinks,,25.15SAR,SAR29.50,14% OFF
Kif Almosafer Instant Arabic Coffee With Cloves 60g12,,17.50SAR,SAR26.95,35% OFF
Cofique Iced Coffee Pistachio 24gX 10,,35.95SAR,,
Kif Almosafer Instant Arabic Coffee Saffron 300g,,89.00SAR,,
Nescafe 3In1 Classic Instant Coffee 20g X 24 Sticks,,38.95SAR,SAR45.60,14% OFF
Starbucks Vanilla Macchiato 132g,,51.50SAR,,
Cofique Latte Red Velvet 24g X 10,,27.95SAR,SAR29.95,6% OFF
CRF LE GRAND DECAF COFFEE 250G,,14.50SAR,,
Alkhair Turkish coffee with Cardamom 500g,,31.45SAR,,
Nescafe Instant Arabiana Coffee with Ginger Flavor 3gx20,,51.50SAR,,
Al Khair Arabic Coffee 15g,,5.50SAR,,
Davidoff Crema Intense Lungo Intensity 9 Coffee Capsules 55g,,22.45SAR,SAR25.95,13% OFF
Segafredo Espresso Casa Coffee Nespresso Compatible Capsules 51 G &Times,,22.50SAR,,
Dunkin' Donuts - Hazelnut Coffee 340g - Imported,,64.00SAR,,
L'OR Espresso Ristretto Decaffeinato Intensity 9 Coffee Capsules Packs of 10 Drinks,,25.15SAR,SAR29.50,14% OFF
Nescafe Dolce Gusto Espresso Intenso 16 capsules,,36.25SAR,,
L'OR Espresso Forza Intensity 9 Coffee Capsules Packs of 10 Drinks,,25.15SAR,SAR29.50,14% OFF
Baja Cardamom Instant Arabic Coffee 550g,,65.95SAR,,
L'OR Espresso Satinato Intensity 6 Coffee Capsules Packs of 10 Drinks,,25.15SAR,SAR29.50,14% OFF
Baja Arabic Coffee Cloves 300g,,38.95SAR,,
Nada Iced Coffee Mocha 250ml,,8.50SAR,,
Baja Cappuccino Instant Coffee Mix 15g X8,,31.95SAR,,
Baja Arabic Coffee Moderate 550g,,65.95SAR,,
Carrefour Classic Coffee Beans 1kg,,41.50SAR,,
Baja Instant Coffee 3In1 20gx24,,39.95SAR,,
Baja Arabic Coffee Saffron 550g,,65.95SAR,,
L&#39,,25.15SAR,SAR29.50,14% OFF
Baja Gold Turkish Coffee Cardamom 200g,,21.95SAR,,
Emoji - Instant Cappuccino Sachets 25g x12,,21.40SAR,SAR23.25,7% OFF
Nescafe Gold Colombia  100g,,38.75SAR,,
Segafredo Lungo Coffee Nespresso Compatible Capsules 51 G &Times,,22.50SAR,,
Fanjan Al Arab - Instant Arabic Coffee 250g,,17.85SAR,SAR19.95,10% OFF
Kif Almosafer Instant Arabic Coffee With Ginger 60g12,,17.50SAR,SAR26.95,35% OFF
