Product Name,Product Details,Price,Actual Price,Discount Percentage
Alkabeer Bread Chicken Burger 400g 8pieces,,11.50SAR,SAR17.25,33% OFF
Al Karamah Pizza Crusts Small 440g,,15.50SAR,,
Sadia Chicken Pop Corn Tempura 750g,,31.95SAR,,
Sadia crispy chicken nugget 270 g,,11.95SAR,,
Sunbulah Fun Chicken Nugget 400g,,10.95SAR,SAR18.95,42% OFF
Lamb Weston Original Frozen French Fries 1kg,,13.45SAR,,
Sunbulah Egg Spring Roll 345g,,9.60SAR,SAR11.25,14% OFF
Sunbulah Whole Wheat Samosa Leaves 500g,,8.10SAR,SAR9.25,12% OFF
Al Kabeer Breaded Chicken Fillets 1kg,,30.95SAR,SAR34.95,11% OFF
Shami chicken kabab 330 g,,15.95SAR,,
Dari Extra Crispy Fries 9x9mm 1kg,,13.50SAR,,
Seara Beef Burger 1kg,,31.25SAR,,
Doux chicken frank 340 g x 3 pieces,,15.95SAR,,
Dari Extra Crispy Thin Fries 6x6 mm 1kg,,13.50SAR,,
Americana 13 Mini Chicken Burger 400g,,16.95SAR,,
Sadia Breaded Chicken Nuggets 750g,,18.95SAR,SAR31.95,40% OFF
Dari Puff Pastry 800g,,16.50SAR,,
Seara Beef Burger Arabic Spices 224g,,8.95SAR,,
Carrefour Potato Paratha 5 Piece x 400g,,6.75SAR,SAR7.50,10% OFF
