Product Name,Product Details,Price,Actual Price,Discount Percentage
"Delonghi espresso maker machine 1100 W , 1.1 L - black",,579.00SAR,SAR869.00,33% OFF
"Sencor SCB 5100Wh Food Chopper, 500W, Glass Bowl 1000ml, 4 Titanium Blades - Scb41008730",,109.00SAR,SAR149.00,26% OFF
"Alsaif-Elec Classic Stand Mixer, 3L - S8215",,150.00SAR,SAR157.94,5% OFF
"Black and Decker Table Fan 60W, 16 Inch - FD1620-B5",,199.00SAR,SAR249.00,20% OFF
"Philips Daily Collection Coffee Maker HD7462/20 1000W, HD7462/20 - Black & Metal",,203.00SAR,SAR350.00,42% OFF
"Geepas Multi-Function Kitchen Machine, 10L Steel Bowl, GSM43044, 1.5L Glass Blender Jar, Meat Grinder, 6 Speed Control, Kitchen Electric Mixer With Dough Hook, Whisk, Beater",,910.00SAR,"SAR1,092.00",16% OFF
DLC Garment Steam Iron 1500W DLC-533 Multicolour,,152.00SAR,SAR180.00,15% OFF
Nespresso Classic Inissia Machine Single Serve Coffee Maker - Red,,449.00SAR,,
Nikai NB894 3 in 1 Mixer Grinder White 750W,,199.00SAR,SAR235.00,15% OFF
Delonghi coffee grinder dlkg210.bk,,219.00SAR,SAR279.00,21% OFF
"Geepas 240ML Cappuccino Maker 800W – 4 Cup Stainless Steel Filters, Aluminium Alloy Boiler, Over Pressure Protected With 2 Years Warranty",,232.00SAR,SAR278.40,16% OFF
Braun citrus juicer cj3000,,119.00SAR,SAR149.00,20% OFF
Black & Decker Juice Extractor 400W JE400-B5,,189.00SAR,SAR219.00,13% OFF
Homix Digital Sweet Ball Maker 6W ZS-D12 Black,,345.00SAR,,
"Krypton Electric Oven With Rotisserie/Convection, 60L, Kno5322, 60 Minutes Timer, Inside Lamp, Stainless Steel Heating Elements, Heat Resistant Tempered Window, 2000W Power",,498.00SAR,SAR597.60,16% OFF
My Choice FCM447 Coffee Machine 1140W,,265.00SAR,SAR369.00,28% OFF
"Krypton 7.5L Induction Base Pressure Cooker - Lightweight & Durable Cooker With Lid, Cool Touch Handle And Safety Valves, Evenly Heating Base, Perfect For Rice, Meat, Veggies & More",,160.00SAR,SAR192.00,16% OFF
"ATC Steam Press Iron, 36 Inch, 2200 Watt",,699.00SAR,SAR999.00,30% OFF
Clikon 4 in 1 juicer blender 500W-CK1500,,169.00SAR,SAR240.00,29% OFF
Nikai table triple burner gas stove - silver,,269.00SAR,SAR309.00,12% OFF
"Geepas GMS35029 8L Digital Multi Cooker - Portable LED Screen With Touch Menu, 14 Programs, Auto Shut Off Function, 8L Capacity, Detachable Inner Lid",,367.00SAR,SAR440.40,16% OFF
"GVC Pro Onion Chopper, GVCH-550",,143.52SAR,SAR155.00,7% OFF
"Ariete 1318 Moderna Espresso Machine With Integrated Coffee Grinder, For Coffee Beans And Ground Coffee, Milk Frothing Cappuccino Maker, 1 And 2 Cup Filter, 1080 W, 800 CC",,799.00SAR,"SAR1,199.00",33% OFF
"Olsenmark 200W Coffee Grinder - Electric Grinder - Stainless Steel Jar & Blades For Coffee Beans, Spices & Dried Nuts Grinding - Detachable Bowl, Transparent Lid",,88.00SAR,SAR199.00,55% OFF
"TCL Split Air Conditioner Miracle, 21600 BTU, TAC-24CS/V8, White (Installation Not Included)",,"2,648.00SAR",,
"Geepas 3-In-1 Blender With Mills, 400W, 1.6L - Green/Clear (GSB1514N)",,147.00SAR,SAR176.40,16% OFF
"GVC Pro Vacuum Cleaner, 1800W, Blue, GVC-3201",,296.30SAR,SAR320.00,7% OFF
"Alsaif Air Fryer 6L, Al7400, Black",,369.00SAR,SAR415.00,11% OFF
"Rebune Electric Kettle 2.0L 1850-2200W, RE-1-042",,87.00SAR,SAR139.00,37% OFF
Hand stick vac ty9086ho tefal,,"1,999.00SAR",,
"Kion Pop Corn Maker, 60 G, 950, 1100W",,125.00SAR,,
Ariete 1837/1 Chopper With Extra Jar Grey,,139.00SAR,SAR169.00,17% OFF
Tefal TY7329HO X-Pert Essential 360 Handstick Cordless Vacuum Cleaner,,"1,399.00SAR",,
Rebune Electric Waffle Maker 750W RE-5-070 White,,78.00SAR,SAR100.00,22% OFF
"Rebune Electric Meat Grinder, Re-2-127",,375.00SAR,SAR499.00,24% OFF
"Dots Electric Blender, 500 Watts, BLD-6003",,115.00SAR,SAR149.00,22% OFF
"Bissell vacuum bagless cleaner,2269E",,730.00SAR,"SAR1,199.00",39% OFF
Krypton Oven Powerful 2000W With Crumb Tray Electric Oven With Rotisserie Kno6246,,299.00SAR,SAR358.80,16% OFF
panasonic garment steamer ni-gse040pth,,299.00SAR,SAR395.00,24% OFF
"Black & Decker Tower Fan 60W, TF50-B5",,239.00SAR,SAR299.00,20% OFF
Delonghi combi espresso and filter coffee machine 1750 W DLBCO420,,949.00SAR,"SAR1,349.00",29% OFF
"Arrow 12 Liter 1600W Electric Pressure Cooker With Stainless Steel, Ro-12Sec",,450.00SAR,SAR474.00,5% OFF
"Krypton Automatic Dry Iron, 60 Microns Teflon Coating Iron, Kndi5216, Variable Temperature Control, Pilot Light Indicator, Non-Stick Soleplate, Overheat Protection",,90.00SAR,SAR108.00,16% OFF
Home Master Electric Pancake Maker 1500W HM-002 Black,,159.00SAR,SAR195.00,18% OFF
"Olsenmark Citrus Juicer, Stainless Steel Cone Cylinder, 300W, Omcj2487, 2 Cones, Aluminium Die-Casting Handle, Anti Drip Function, Anti-Slip Base, Detachable Parts",,193.00SAR,SAR231.60,16% OFF
Olsenmark 5-Blade Rechargeable Oscilating Fan Omf1746 White,,161.00SAR,SAR193.20,16% OFF
"Alsaif-Elec Steam Iron, 2200W, E05207, Black",,55.00SAR,,
DLC Churros Puff Pastry Maker,,89.00SAR,,
Kenwood vacuum drum owvdm60.000br,,359.00SAR,SAR499.00,28% OFF
Ariete M3016 Pro Grind Coffee Grinder Silver 150W,,79.00SAR,SAR109.00,27% OFF
"Sky-Touch 12 Pieces Each Pack Of 25X25X5 cm Sound Absorbing Foam Panels, Sound Proof Studio Wedges For Ceiling And Wall, Acoustic Foam Panels For Home And Office, Black",,58.00SAR,SAR98.00,40% OFF
"Geepas 25 Watt Citrus Juicer - Quick, Healthy, Nutritious Juices - Effortless Juicer With 2 Cones, Bi-Direction Twist, 1.2 Liter Capacity,",,93.00SAR,SAR111.60,16% OFF
"Krypton Electric Citrus Juicer, 1L, 30W, White (KNCJ5117)",,69.00SAR,SAR82.00,15% OFF
Hamilton Beach 48465 Brewstation Summit Ultra 12-Cup Programmable Coffeemaker,,425.00SAR,,
"Olsenmark Halogen Heater, 1200W - 3 Variable Heating Temperatures, Safety Tip Over Switch, Portable Lightweight Carry Handle With Remote, Warm Your Offices Living Room & Bedrooms",,206.00SAR,SAR247.20,16% OFF
"Bissell steam cleaner, 3in1, 1500W, 2233E",,629.00SAR,SAR999.00,37% OFF
"Rebune Oven And Air Fryer, 32 Liters",,549.00SAR,SAR680.00,19% OFF
DLC Sandwich Maker 1300W Dlc-38237 White/Black,,99.00SAR,SAR150.00,34% OFF
"Candy 1400W Curve Bagless Vacuum Cleaner, Red/Silver, Telescopic Metal Pipes, 5Mtr Cable, 2In1 Tool, Parquet CCu1410 001",,349.00SAR,SAR600.00,41% OFF
"Alsaif-Elec Electric Hot Dog Maker, 370W, 90584/3, White/Orange",,38.00SAR,,
Philips Steam Iron 2400W Gc3811 76,,295.00SAR,SAR350.00,15% OFF
"Philips 2x1 Electric Blender, 1.9L, 450W, White, HR2041/50",,166.00SAR,SAR244.00,31% OFF
"Toshiro 3 Litre Air Fryer, TAF200A",,169.00SAR,,
"Kion Arabic Bread Maker, 30cm",,280.00SAR,,
Russell Hobbs Smoothie Blender 300W 21350,,175.00SAR,SAR249.00,29% OFF
DLC Electric Glass Kettle 1.8L,,84.50SAR,SAR124.99,32% OFF
Alsaif Elec Fancy Kettle E03208 Silver And Black 1.8 Litre,,109.00SAR,,
Dlc 4-Hole Shinebest Waffle Maker Dlc-38239 Multicolour,,66.50SAR,SAR90.00,26% OFF
"Olsenmark Convection Oven, 45L, 2000W, OMO2266, Black",,380.43SAR,,
